umlsid,phenotype,hpoid,cr
C1332912,Cervical clear cell adenocarcinoma,HP:0031522,PT
C0262401,Ampulla of Vater carcinoma,HP:0031524,PT
C4531067,Intraretinal fluid,HP:0031527,PT
C4531062,Multifocal sub-RPE deposits,HP:0031533,PT
C4531054,Myelin-like whorls in vacuolated fibers,HP:0031542,PT
C1842820,Cardiac conduction abnormality,HP:0031546,PT
C4531037,Bronchial isomerism,HP:0031564,PT
C4082172,Porencephalic cyst,HP:0002132,PT
C4024624,Abnormal renal artery morphology,HP:0008776,PT
C0344680,Abnormal coronary sinus morphology,HP:0011642,PT
C4476584,Delayed recoil upon stretching of skin,HP:0025087,PT
C0262461,Eccentric visual fixation,HP:0025549,PT
C4531289,Deep dermal perivascular inflammatory infiltrate,HP:0031191,PT
C4531287,Abnormal morphology of right ventricular trabeculae,HP:0031193,PT
C4531286,Increased density of left ventricular trabeculae,HP:0031194,PT
C0238246,Hepatic hemangioma,HP:0031207,PT
C0600142,Hot flashes,HP:0031217,PT
C4531258,Neutrophilic infiltration of the skin,HP:0031234,PT
C4531241,Triangular tibia,HP:0031260,PT
C4531236,Decreased CD69 upregulation upon TCR activation,HP:0031268,PT
C0302164,Tuberous xanthoma,HP:0031290,PT
C1410868,Cerebral artery calcification,HP:0031309,PT
C4531209,Basilar artery calcification,HP:0031310,PT
C4531207,Abdominal aortic calcification,HP:0031313,PT
C4531191,Cardiomyocyte degeneration,HP:0031332,PT
C4531189,Cardiomyocyte inclusion bodies,HP:0031334,PT
C4531184,Abnormal cadiomyocyte dystrophin staining,HP:0031339,PT
C4531183,Abnormal lysosomal morphology,HP:0031340,PT
C0238152,Cardiac sarcoma,HP:0031350,PT
C4531174,Sex-limited autosomal recessive inheritance,HP:0031362,PT
C4531173,Macular purpura,HP:0031365,PT
C4531171,Stiff tongue,HP:0031373,PT
C4531166,Decreased lymphocyte proliferation in response to mitogen,HP:0031381,PT
C4531157,Elevated MHC II surface expression,HP:0031391,PT
C4531145,Abnormal cytokine signaling,HP:0031406,PT
C4531138,Short telomere length,HP:0031413,PT
C4531136,High serum calcitriol,HP:0031415,PT
C0231254,Increased body mass index,HP:0031418,PT
C3544104,Pregnancy exposure,HP:0031437,PT
C4531119,Abnormal angiostatin level,HP:0031439,PT
C4531110,Perineal hemangioma,HP:0031449,PT
C4531107,Lichenoid skin lesion,HP:0031452,PT
C3203483,Pulmonary chondroma,HP:0031474,PT
C4531088,Arteriovenous malformation of the lip,HP:0031488,PT
C0041182,Trophoblastic tumor,HP:0031502,PT
C4531074,Diagonal earlobe crease,HP:0031511,PT
C4531072,Luse bodies,HP:0031513,PT
C1720732,Subretinal fluid,HP:0031526,PT
C4531060,Increased theta frequency activity in EEG,HP:0031535,PT
C4531048,Reduced fibroblast surface marker level,HP:0031552,PT
C4531047,Reduced granulocyte surface marker level,HP:0031553,PT
C4531046,Reduced granulocyte CD55 level,HP:0031554,PT
C4073251,Abnormal facial vein morphology,HP:3000043,PT
C4073272,Abnormal lacrimal artery morphology,HP:3000065,PT
C1399819,Humoral immunodeficiency,HP:0005363,PT
C4023101,Elevated circulating luteinizing hormone level,HP:0011969,PT
C4531284,Thin myocardium compact layer,HP:0031196,PT
C4531280,Reduced lysosomal acid lipase activity,HP:0031205,PT
C4531270,Increased circulating progesterone,HP:0031216,PT
C0151742,Increased radioactive iodine uptake,HP:0031220,PT
C4531268,Abnormal radioactive iodine uptake test result,HP:0031221,PT
C3806511,Horizontal inferior border of scapula,HP:0031233,PT
C0850149,Nonproductive cough,HP:0031246,PT
C4531247,Dilated left subclavian artery,HP:0031252,PT
C4531246,Anomalous origin of left subclavian artery,HP:0031253,PT
C0011206,Delirium,HP:0031258,PT
C0020683,Hypovolemic shock,HP:0031274,PT
C3665783,Obstructive shock,HP:0031276,PT
C4531225,Perifollicular erythema,HP:0031286,PT
C0022603,Seborrheic keratosis,HP:0031287,PT
C4531222,Hypoplastic right atrium,HP:0031294,PT
C4531220,Coronary sinus enlargement,HP:0031298,PT
C4531218,Abnormal circulating properdin level,HP:0031300,PT
C4531210,Vertebral artery calcification,HP:0031308,PT
C4285890,Carotid artery calcification,HP:0031314,PT
C3671015,Myofiber disarray,HP:0031318,PT
C4531179,Uterine arteriovenous malformation,HP:0031347,PT
C1275809,Levotransposition of the great arteries,HP:0031349,PT
C1304511,Glomeruloid hemangioma,HP:0031357,PT
C0347646,Colon perforation,HP:0031369,PT
C4531161,Increased micromegakaryocyte count,HP:0031386,PT
C4531160,Increased multinucleated megakaryocyte count,HP:0031387,PT
C4531113,Oral mucosa nodule,HP:0031445,PT
C4531105,Presacral ganglioneuroma,HP:0031455,PT
C0037579,Soft tissue neoplasm,HP:0031459,PT
C3854369,Genital blistering,HP:0031464,PT
C1334811,Mucinous neoplasm,HP:0031495,PT
C4531085,Mucinous cystic neoplasm of the pancreas,HP:0031496,PT
C4531084,Mucinous colorectal carcinoma,HP:0031497,PT
C0000734,Abdominal mass,HP:0031500,PT
C4531070,Abnormal meiosis,HP:0031515,PT
C4531065,Multifocal subretinal deposits,HP:0031530,PT
C4531061,Passive dorsiflexion of the 5th finger more than 90 degrees,HP:0031534,PT
C4531055,Linear C3 deposits along the epidermal basement membrane zone,HP:0031541,PT
C4531049,Reduced cell surface marker level,HP:0031551,PT
C0238127,Coronary arteriovenous fistula,HP:0031563,PT
C3164332,Absent aortic valve cusps,HP:0031569,PT
C4021032,Abnormal vitamin B12 level,HP:0040126,PT
C4531032,Abnormal T cell activation,HP:0410035,PT
C3839073,Abnormal nipple morphology,HP:0004404,PT
C1858995,Decreased circulating progesterone,HP:0008233,PT
C3839753,Abnormal toenail morphology,HP:0008388,PT
C0152158,Agalactia,HP:0031109,PT
C1302724,Cutaneous hamartoma,HP:0031111,PT
C0151604,Genital edema,HP:0031188,PT
C4531288,Abnormal morphology of left ventricular trabeculae,HP:0031192,PT
C4531269,Reduced radioactive iodine uptake,HP:0031219,PT
C4531264,Nasopharyngeal teratoma,HP:0031227,PT
C4531262,Increased incisura length,HP:0031229,PT
C4531252,Juxtafoveal choroidal neovascularization,HP:0031240,PT
C4531245,Thalamic arteriovenous malformation,HP:0031254,PT
C4531242,Arteriovenous malformation of the maxilla,HP:0031257,PT
C0586737,Bladder polyp,HP:0031261,PT
C4531240,Abnormal renal corpuscle morphology,HP:0031263,PT
C4531233,Absent ankle pulse,HP:0031271,PT
C3854542,Digital pitting scar,HP:0031293,PT
C0238705,Left atrial enlargement,HP:0031295,PT
C4531213,Tibial arterial calcification,HP:0031305,PT
C4531208,Middle cerebral artery calcification,HP:0031311,PT
C4531190,Myocardial sarcomeric disarray,HP:0031333,PT
C4531185,Abnormal cardiomyocyte plakoglobin staining,HP:0031338,PT
C2702529,Duodenal arteriovenous malformation,HP:0031342,PT
C4531175,Cutaneous sclerotic plaque,HP:0031359,PT
C0333776,Zebra bodies,HP:0031361,PT
C0151190,Palpable purpura,HP:0031363,PT
C0030215,Palate neoplasm,HP:0031366,PT
C0151739,Small intestinal perforation,HP:0031370,PT
C4531170,Abnormal cell proliferation,HP:0031377,PT
C4531159,Megakaryocyte nucleus hyperlobulation,HP:0031388,PT
C4531154,Abnormal CD4:CD8 ratio,HP:0031394,PT
C4531144,Impaired cytokine signaling,HP:0031407,PT
C1260880,Rhinorrhea,HP:0031417,PT
C4531128,Decreased circulating beta-C-terminal telopeptide level,HP:0031426,PT
C4531127,Abnormal circulating osteocalcin level,HP:0031427,PT
C4531116,Abnormal tricuspid chordae tendinae morphology,HP:0031442,PT
C4531111,Herpetiform vesicles,HP:0031448,PT
C4531106,Oral lichenoid lesion,HP:0031453,PT
C4531101,Impairment in personality functioning,HP:0031466,PT
C4531098,Abnormal buccal mucosa cell morphology,HP:0031476,PT
C4531093,Abnormal regional left ventricular contraction,HP:0031482,PT
C2674853,Subperiosteal bone formation,HP:0031485,PT
C4531075,Linear earlobe crease,HP:0031510,PT
C4531069,Absent posterior alpha rhythm,HP:0031518,PT
C0239783,Groin pain,HP:0031520,PT
C0238517,Vaginal clear cell adenocarcinoma,HP:0031521,PT
C4531059,Separate origin of the left anterior descending and left circumflex artery,HP:0031536,PT
C4531045,Reduced granulocyte CD59 level,HP:0031555,PT
C4531040,Coronary cameral fistula,HP:0031560,PT
C4073281,Abnormal lingual artery morphology,HP:3000074,PT
C4025858,Abnormal cochlea morphology,HP:0000375,PT
C0154936,Abnormal pupil morphology,HP:0000615,PT
C0002982,Angioid streaks of the fundus,HP:0001102,PT
C3164445,Abnormal aortic valve morphology,HP:0001646,PT
C0085611,Atrial arrhythmia,HP:0001692,PT
C0151854,Abnormal thrombocyte morphology,HP:0001872,PT
C4025672,Impaired memory B cell generation,HP:0002847,PT
C4703376,Increased proportion of HLA DR+ T cells,HP:0002853,PT
C4021662,Abnormal endocardium morphology,HP:0004306,PT
C4021661,Abnormal macrophage morphology,HP:0004311,PT
C4025356,Abnormal vitreous humor morphology,HP:0004327,PT
C0206733,Capillary hemangioma,HP:0005306,PT
C4024995,Abnormal atrioventricular valve morphology,HP:0006705,PT
C1863201,Lacrimal punctal atresia,HP:0007820,PT
C0346326,Optic nerve glioma,HP:0009734,PT
C4020862,Abnormal erythroid lineage cell morphology,HP:0012130,PT
C4551591,Increased HDL cholesterol concentration,HP:0012184,PT
C4020725,Nonocclusive coronary artery atherosclerosis,HP:0012436,PT
C4703385,Anterior chamber cells grade 0.5+,HP:0025562,PT
C0730328,Central serous chorioretinopathy,HP:0025567,PT
C4703390,Abnormal morphology of the choroidal vasculature,HP:0025568,PT
C1504336,Polypoidal choroidal vasculopathy,HP:0025569,PT
C1840455,Mild myopia,HP:0025573,PT
C0271368,Hyperphoria,HP:0025585,PT
C4068932,Hyperdeviation,HP:0025587,PT
C4703402,Abnormal superior oblique muscle physiology,HP:0025591,PT
C1276002,Superior oblique muscle overaction,HP:0025594,PT
C4703406,Abnormal inferior oblique muscle physiology,HP:0025596,PT
C4703412,Orbital schwannoma,HP:0025604,PT
C0339682,Corneal astigmatism,HP:0025612,PT
C4531153,Abnormal proportion of naive T cells,HP:0031396,PT
C4703417,Tessier number 1 facial cleft,HP:0031572,PT
C1857580,Orbital cleft,HP:0031574,PT
C4552111,Tessier number 7 facial cleft,HP:0031579,PT
C0409415,Recurrent shoulder dislocation,HP:0031610,PT
C4703446,Anterior chamber flare grade 4+,HP:0031621,PT
C3275367,Impaired tandem gait,HP:0031629,PT
C4703466,Abnormal pulmonary valve physiology,HP:0031654,PT
C0232258,Holosystolic murmur,HP:0031667,PT
C4703470,Orthodromic atrioventricular reentrant tachycardia,HP:0031673,PT
C0344431,Monomorphic ventricular tachycardia,HP:0031676,PT
C4540467,Megakaryocyte dysplasia,HP:0031689,PT
C0029118,Opportunistic infection,HP:0031690,PT
C4703489,Anterior chamber inflammatory cells,HP:0031701,PT
C4703721,Compensatory head posture,HP:0031705,PT
C0271367,Excyclotropia,HP:0031727,PT
C4703505,Increased tear production,HP:0031731,PT
C4703513,Inferior rectus muscle overaction,HP:0031743,PT
C1303002,Epicanthus tarsalis,HP:0031771,PT
C4703538,Microtropia without identity,HP:0031782,PT
C0265870,Absent coronary sinus,HP:0031783,PT
C0855987,Decreased basophil count,HP:0031808,PT
C0267448,Colonic eosinophilia,HP:0031813,PT
C0729198,Decreased circulating parathyroid hormone level,HP:0031817,PT
C4703559,Hepatic mastocytosis,HP:0031824,PT
C0860515,Freezing of gait,HP:0031825,PT
C0034933,Abnormal reflex,HP:0031826,PT
C4703571,Abnormal libido,HP:0031845,PT
C4554010,Isomerism,HP:0031853,PT
C4703579,Abnormal heart rate variability,HP:0031860,PT
C4703591,Decreased hepcidin level,HP:0031876,PT
C4703596,Abnormal CSF glucose level,HP:0031884,PT
C4022451,Abnormal forearm bone morphology,HP:0040073,PT
C4703611,Multifocal hyperintensity of cerebral white matter on MRI,HP:0040329,PT
C4703612,Confluent hyperintensity of cerebral white matter on MRI,HP:0040330,PT
C4703614,Multifocal hypointensity of cerebral white matter on MRI,HP:0040332,PT
C0578870,Chronic idiopathic urticaria,HP:0410133,PT
C4703648,Increased level of methylsuccinic acid in urine,HP:0410153,PT
C4703650,Increased level of N-acetylneuraminic acid in urine,HP:0410156,PT
C4703664,Increased glucose-6-phosphate dehydrogenase level in blood,HP:0410178,PT
C4703665,Decreased glucose-6-phosphate dehydrogenase level in blood,HP:0410179,PT
C4703668,Decreased glucose-6-phosphate dehydrogenase level in dried blood spot,HP:0410182,PT
C0149842,Seborrhoeic blepharitis,HP:0500046,PT
C1443384,Retinopathy of prematurity stage 4,HP:0500053,PT
C4703697,Retinopathy of prematurity stage 5b,HP:0500058,PT
C4703705,Latent myopia,HP:0500066,PT
C4703707,Absolute eccentric fixation,HP:0500072,PT
C0344247,Dissociated horizontal deviation,HP:0500075,PT
C0684343,Pseudophakia,HP:0500081,PT
C0344159,Venom-induced anaphylaxis,HP:0500096,PT
C4073273,Abnormal lacrimal sac morphology,HP:3000066,PT
C4025887,Abnormal oral cavity morphology,HP:0000163,PT
C4021803,Abnormal eyelid morphology,HP:0000492,PT
C4025845,Abnormality iris morphology,HP:0000525,PT
C0521573,Eyelid coloboma,HP:0000625,PT
C0344887,Abnormal right ventricle morphology,HP:0001707,PT
C4025745,Abnormal metatarsal morphology,HP:0001832,PT
C0856748,Aortic arch aneurysm,HP:0005113,PT
C4025246,Abnormal cardiac atrium morphology,HP:0005120,PT
C4025197,Absence of CD8-positive T cells,HP:0005422,PT
C4021564,Hypoplasia of the lacrimal punctum,HP:0007892,PT
C4021524,Abnormal adipose tissue morphology,HP:0009124,PT
C4023026,Abnormal megakaryocyte morphology,HP:0012143,PT
C4476790,Decreased CSF protein,HP:0025457,PT
C4703384,Anterior chamber cells grade 1+,HP:0025561,PT
C4703388,Anterior chamber cells grade 3+,HP:0025565,PT
C4703391,Choroidal vascular hyperpermeability,HP:0025570,PT
C4703410,Inferior rectus muscle weakness,HP:0025601,PT
C0521731,Upper eyelid entropion,HP:0025607,PT
C4072911,Decreased proportion of naive B cells,HP:0030372,PT
C4072912,Abnormal proportion of memory B cells,HP:0030373,PT
C4072917,Decreased proportion of immature B cells,HP:0030378,PT
C4072919,Decreased proportion of transitional B cells,HP:0030380,PT
C4073288,Increased proportion of class-switched memory B cells,HP:0030387,PT
C4531250,Decreased circulating chylomicron concentration,HP:0031242,PT
C4531249,Decreased VLDL cholesterol concentration,HP:0031243,PT
C4531150,Abnormal proportion of double-negative alpha-beta regulatory T cell,HP:0031399,PT
C4703418,Tessier number 2 facial cleft,HP:0031573,PT
C4703429,Enlarged Eustachian valve,HP:0031591,PT
C4703439,Abnormality of fundus pigmentation,HP:0031605,PT
C0877015,Pelvic organ prolapse,HP:0031607,PT
C4703440,Sub-inner limiting membrane hemorrhage,HP:0031611,PT
C0423281,Anterior chamber flare,HP:0031616,PT
C0423122,Brow ptosis,HP:0031623,PT
C4703453,Anomalous origin of the left common carotid artery from the main pulmonary artery,HP:0031634,PT
C4703726,Anomalous origin of the right common carotid artery from the aorta,HP:0031636,PT
C4703460,Fusiform aortic arch aneurysm,HP:0031646,PT
C0232259,Midsystolic murmur,HP:0031665,PT
C0232262,Diastolic heart murmur,HP:0031668,PT
C2987488,Erythroid dysplasia,HP:0031688,PT
C4703481,Severe cytomegalovirus infection,HP:0031692,PT
C4703482,Severe Epstein Barr virus infection,HP:0031693,PT
C4703485,Disseminated viral infection,HP:0031696,PT
C0339637,Consecutive exotropia,HP:0031718,PT
C0271356,Microtropia,HP:0031724,PT
C4703508,Lacrimal pump failure,HP:0031734,PT
C0155188,Involutional entropion,HP:0031736,PT
C0155189,Mechanical entropion,HP:0031738,PT
C4703511,Inferior oblique muscle underaction,HP:0031741,PT
C4703512,Inferior rectus muscle underaction,HP:0031742,PT
C4703515,Superior rectus muscle overaction,HP:0031745,PT
C4703524,Abnormal rectus muscle physiology,HP:0031755,PT
C4703526,Lateral rectus muscle restriction,HP:0031758,PT
C0730502,Distance esotropia,HP:0031762,PT
C0730503,Cyclic esotropia,HP:0031763,PT
C1960822,Convergence excess esotropia,HP:0031766,PT
C4703533,Peripheral fixation,HP:0031769,PT
C1397043,Excyclophoria,HP:0031779,PT
C4554343,Cogan lid twitch,HP:0031786,PT
C0580547,Abnormal basophil count,HP:0031806,PT
C4703552,Abnormal oral morphology,HP:0031816,PT
C0558753,Absent abdominal reflex,HP:0031827,PT
C2138388,Absent cremaster reflex,HP:0031829,PT
C4703573,Cock-walk gait,HP:0031848,PT
C0175707,Right isomerism,HP:0031855,PT
C4703582,Abnormal liver physiology,HP:0031865,PT
C4703584,Optic ataxia,HP:0031868,PT
C4703593,Abnormal eyelid physiology,HP:0031879,PT
C2938867,Increased urine urobilinogen,HP:0031890,PT
C0854104,Decreased eosinophil count,HP:0031891,PT
C0240341,Micrographia,HP:0031908,PT
C4073191,Abnormal mouth floor morphology,HP:0410012,PT
C4703621,Decreased level of erythritol in urine,HP:0410055,PT
C4703630,Increased level of galactitol in red blood cells,HP:0410064,PT
C4703633,Increased level of L-fucose in urine,HP:0410067,PT
C4703637,Increased level of ribitol in CSF,HP:0410071,PT
C4703641,Increased level of xylitol in CSF,HP:0410075,PT
C4551831,Physical urticaria,HP:0410134,PT
C0413235,Idiopathic anaphylaxis,HP:0410148,PT
C4703666,Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot,HP:0410180,PT
C4703670,Abnormal glucose-6-phosphate dehydrogenase level in red blood cells,HP:0410184,PT
C4703672,Increased glucose-6-phosphate dehydrogenase level in tissue,HP:0410186,PT
C4703674,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,HP:0410188,PT
C4703676,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,HP:0410190,PT
C4703690,Conjunctival cicatrization,HP:0500039,PT
C4703691,Collier's sign,HP:0500045,PT
C1443382,Retinopathy of prematurity stage 2,HP:0500051,PT
C1443383,Retinopathy of prematurity stage 3,HP:0500052,PT
C4703696,Retinopathy of prematurity stage 5a,HP:0500057,PT
C1282204,Paralytic ectropion,HP:0500069,PT
C4703708,Abnormal ocular alignment,HP:0500073,PT
C4703711,Alternating hypophoria,HP:0500079,PT
C0577628,Latex allergy,HP:0500094,PT
C4703717,Meconium xenobiotic,HP:0500098,PT
C4073284,Abnormal mandible condylar process morphology,HP:3000077,PT
C4025881,Abnormal oral frenulum morphology,HP:0000190,PT
C4025880,Abnormal parotid gland morphology,HP:0000197,PT
C0344905,Abnormal left ventricle morphology,HP:0001711,PT
C4025706,Abnormal globus pallidus morphology,HP:0002453,PT
C1844385,Absence of bactericidal oxidative respiratory burst in phagocytes,HP:0002723,PT
C0151691,Decreased HDL cholesterol concentration,HP:0003233,PT
C0221277,Abnormal lymphocyte morphology,HP:0004332,PT
C4021631,Abnormal tracheobronchial morphology,HP:0005607,PT
C1835117,Increased axial length of the globe,HP:0007800,PT
C4023031,Abnormal granulocytopoietic cell morphology,HP:0012135,PT
C0339644,Double depressor palsy,HP:0020042,PT
C0155336,Accommodative esotropia,HP:0020046,PT
C4703725,Abnormal myeloid cell morphology,HP:0020047,PT
C4703381,Reduced bone-marrow pro-B cell count,HP:0020048,PT
C4703386,Anterior chamber cells grade 0,HP:0025563,PT
C4703393,Abnormal superior vena cava morphology,HP:0025575,PT
C4703394,Abnormal inferior vena cava morphology,HP:0025576,PT
C4703396,Abnormal right atrium morphology,HP:0025580,PT
C4703399,Tapetal-like fundal reflex,HP:0025583,PT
C4068931,Hypodeviation,HP:0025588,PT
C1276001,Inferior oblique muscle overaction,HP:0025599,PT
C4072914,Increased proportion of memory B cells,HP:0030375,PT
